start_station_id,start_station_name,start_lat,start_lng,ride_count
514,Ridge Blvd & Howard St,42.019276,-87.68452,481
526,Oakley Ave & Touhy Ave,42.012342,-87.688243,473
378,California Ave & Lake St,41.884454,-87.696298,472
645,Archer (Damen) Ave & 37th St,41.826712,-87.683144,468
13398,Blackstone Ave & Hyde Park Blvd,41.802562,-87.590368,467
9,Leavitt St & Archer Ave,41.828792,-87.680604,457
590,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,449
102,Stony Island Ave & 67th St,41.773458,-87.58534,447
13037,Clinton St & Tilden St,41.875885,-87.640795,424
592,Knox Ave & Montrose Ave,41.960631,-87.745359,421
405,Wentworth Ave & 35th St,41.830777,-87.632504,418
591,Kilbourn Ave & Milwaukee Ave,41.948818,-87.74002,417
411,Halsted St & 47th Pl,41.808134,-87.645617,416
15642,California Ave & Fletcher St,41.938429,-87.698008,415
427,Cottage Grove Ave & 63rd St,41.780599,-87.606112,413
13099,Halsted St & 18th St,41.857499,-87.646277,405
13307,Laflin St & Cullerton St,41.854915,-87.66356,401
431,Eberhart Ave & 61st St,41.784142,-87.613308,391
13089,Damen Ave & Cullerton St,41.854967,-87.6757,391
522,Bosworth Ave & Howard St,42.019537,-87.669563,385
15643,Kosciuszko Park,41.930585,-87.723777,385
15644,Central Park Ave & Elbridge Ave,41.935337,-87.716889,378
398,Rainbow Beach,41.757871,-87.549386,377
15654,Spaulding Ave & Division St,41.902707,-87.70922,373
204,Prairie Ave & Garfield Blvd,41.794853,-87.618691,367
466,Ridge Blvd & Touhy Ave,42.012132,-87.682913,366
532,Austin Blvd & Lake St,41.887919,-87.774446,364
95,Stony Island Ave & 64th St,41.778881,-87.586647,363
13143,Damen Ave & Melrose Ave,41.9406,-87.6785,360
13081,Ogden Ave & Congress Pkwy,41.87501,-87.67328,357
15546,Calumet Ave & 21st St,41.854184,-87.619154,356
436,Fairfield Ave & Roosevelt Rd,41.866624,-87.694521,355
13245,Claremont Ave & Hirsch St,41.907781,-87.685854,353
519,Wolcott Ave & Fargo Ave,42.016977,-87.677725,352
438,Central Park Ave & Ogden Ave,41.854064,-87.715117,349
15667,Western Ave & Monroe St,41.879788,-87.686113,347
13331,May St & Cullerton St,41.855136,-87.654127,342
15491,63rd St Beach,41.781016,-87.57612,335
489,Drake Ave & Addison St,41.947326,-87.717582,334
13304,Racine Ave & 15th St,41.861267,-87.656625,332
15628,California Ave & Byron St,41.952162,-87.698051,330
13249,Ashland Ave & Belle Plaine Ave,41.956057,-87.668835,329
356,Stony Island Ave & 71st St,41.766493,-87.586461,327
13091,Western Ave & 21st St,41.854109,-87.685838,321
15645,Richmond St & Diversey Ave,41.931902,-87.701195,319
443,Millard Ave & 26th St,41.844567,-87.71591,315
550,Central Ave & Chicago Ave,41.894958,-87.764902,310
421,MLK Jr Dr & 56th St,41.793429,-87.615853,308
15445,Wentworth Ave & 33rd St,41.83453,-87.631823,302
375,Sacramento Blvd & Franklin Blvd,41.890469,-87.702608,301
13326,Canal St & Harrison St,41.874255,-87.639573,298
15668,Western Ave & Congress Pkwy,41.874749,-87.686445,297
15631,Troy St & Elston Ave,41.945244,-87.70665,296
579,Phillips Ave & 79th St,41.75182,-87.565211,291
15623,Campbell Ave & Montrose Ave,41.961526,-87.691165,286
544,Austin Blvd & Madison St,41.880281,-87.774453,285
15634,Western Ave & Roscoe St,41.943034,-87.687288,281
595,Wabash Ave & 87th St,41.736646,-87.622634,280
407,State St & Pershing Rd,41.823015,-87.626568,280
444,Albany Ave & 26th St,41.844475,-87.702013,277
671,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),41.889955,-87.680651,277
18016,Bernard St & Elston Ave,41.949923,-87.713949,261
412,Princeton Ave & 47th St,41.809318,-87.633449,259
559,Racine Ave & Garfield Blvd,41.794228,-87.655073,256
594,Western Blvd & 48th Pl,41.805661,-87.683392,254
575,Cottage Grove Ave & 78th St,41.753174,-87.605026,239
15621,Albany Ave & Montrose Ave,41.961041,-87.705866,239
573,State St & 79th St,41.750794,-87.624424,237
542,Central Ave & Madison St,41.880121,-87.763238,236
585,Cottage Grove Ave & 83rd St,41.743441,-87.604836,236
15632,Talman Ave & Addison St,41.946636,-87.694615,236
16920,Central Ave & Chicago Ave,41.894958,-87.764902,234
583,Stony Island Ave & 82nd St,41.746559,-87.586005,233
439,Kedzie Ave & 21st St,41.853534,-87.705073,231
270,Stony Island Ave & 75th St,41.75867,-87.586883,230
15664,Artesian Ave & Hubbard St,41.889492,-87.688219,230
15542,Clinton St & Polk St,41.871467,-87.640949,229
446,Western Ave & 28th St,41.841518,-87.685131,228
396,Yates Blvd & 75th St,41.758768,-87.56644,228
429,Cottage Grove Ave & 67th St,41.773721,-87.605635,226
395,Jeffery Blvd & 76th St,41.75712,-87.575839,225
430,MLK Jr Dr & 63rd St,41.780081,-87.615943,224
524,Austin Blvd & Chicago Ave,41.894887,-87.774704,219
15652,Central Park Ave & North Ave,41.909657,-87.716632,217
435,Kedzie Ave & Roosevelt Rd,41.866493,-87.706496,216
540,Laramie Ave & Madison St,41.880207,-87.755337,215
15640,Avers Ave & Belmont Ave,41.939408,-87.723574,215
545,Kostner Ave & Adams St,41.877917,-87.735737,213
388,Halsted St & 63rd St,41.779381,-87.644621,212
13162,Halsted St & 21st St,41.85378,-87.646603,208
13096,California Ave & 21st St,41.853804,-87.695742,206
547,Ashland Ave & Pershing Rd,41.823465,-87.665577,201
533,Central Park Blvd & 5th Ave,41.875679,-87.71547,199
576,Greenwood Ave & 79th St,41.751294,-87.597552,198
582,Phillips Ave & 83rd St,41.744531,-87.56506,198
15446,Racine Ave & 35th St,41.830696,-87.655976,192
441,Kedzie Ave & 24th St,41.848191,-87.705414,189
577,Stony Island Ave & South Chicago Ave,41.751173,-87.585337,185
541,Central Ave & Harrison St,41.872993,-87.764499,184
551,Hoyne Ave & 47th St,41.808227,-87.67718,184
15624,Avondale Ave & Irving Park Rd,41.953393,-87.732002,181
18069,Cherry Ave & Blackhawk St,41.907221,-87.655618,180
646,State St & 54th St,41.796642,-87.625923,179
581,Commercial Ave & 83rd St,41.744615,-87.551208,178
528,Pulaski Rd & Lake St,41.885409,-87.726491,178
15442,Ashland Ave & Archer Ave,41.839209,-87.66561,177
13345,Calumet Ave & 35th St,41.831379,-87.618034,173
13165,Racine Ave & 13th St,41.865054,-87.656959,172
571,Vernon Ave & 75th St,41.758361,-87.614138,171
531,Central Ave & Lake St,41.887664,-87.765469,170
580,Exchange Ave & 79th St,41.751731,-87.552812,170
385,Princeton Ave & Garfield Blvd,41.794982,-87.633124,168
15689,California Ave & 23rd Pl,41.84911,-87.69514,168
16806,Bosworth Ave & Howard St,42.019537,-87.669563,167
549,Marshfield Ave & 44th St,41.813996,-87.666589,165
15443,Shields Ave & 28th Pl,41.842733,-87.635491,162
552,Ashland Ave & McDowell Ave,41.80887,-87.66454,161
433,Kedzie Ave & Harrison St,41.8736,-87.704871,161
440,Central Park Ave & 24th St,41.8481,-87.715068,154
539,Cicero Ave & Quincy St,41.877613,-87.745405,153
535,Pulaski Rd & Congress Pkwy,41.874325,-87.725704,153
684,Prospect Sq & 91st St,41.728234,-87.667524,150
584,Ellis Ave & 83rd St,41.744123,-87.599034,149
650,Eggleston Ave & 69th St,41.768898,-87.635876,147
561,Damen Ave & 59th St,41.78602,-87.674167,146
16991,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,142
574,Vernon Ave & 79th St,41.75094,-87.61379,134
570,Evans Ave & 75th St,41.75849,-87.60641,133
15615,Christiana Ave & Lawrence Ave,41.968354,-87.711831,133
18022,Archer (Damen) Ave & 37th St,41.826712,-87.683144,132
393,Calumet Ave & 71st St,41.765508,-87.616918,131
445,California Ave & 26th St,41.84404,-87.695296,130
392,Perry Ave & 69th St,41.769293,-87.628196,130
642,Latrobe Ave & Chicago Ave,41.894745,-87.756895,130
15666,California Ave & Lake St,41.884454,-87.696298,126
390,Wentworth Ave & 63rd St,41.78008,-87.629746,125
534,Karlov Ave & Madison St,41.88085,-87.727907,122
13420,MLK Jr Dr & Pershing Rd,41.8246,-87.61678,121
587,Wabash Ave & 83rd St,41.743316,-87.622849,119
20232,Big Marsh Park,41.685877,-87.573824,113
537,Kenton Ave & Madison St,41.880708,-87.741018,112
558,Ashland Ave & Garfield Blvd,41.792822,-87.664429,111
689,Elizabeth St & 92nd St,41.726799,-87.65429,110
557,Seeley Ave & Garfield Blvd,41.794087,-87.675478,110
16010,Keystone Ave & Fullerton Ave,41.92459,-87.72785,109
15685,Central Park Ave & Ogden Ave,41.854064,-87.715117,107
13213,State St & 29th St,41.841707,-87.626938,103
687,Loomis Blvd & 84th St,41.741487,-87.65841,101
20224,Calumet Park,41.71371,-87.530844,101
16994,Kilbourn Ave & Milwaukee Ave,41.948818,-87.74002,100
683,Ashland Ave & 78th St,41.752205,-87.663699,99
553,Elizabeth St & 47th St,41.80839,-87.656526,99
548,Morgan St & Pershing Rd,41.823613,-87.650931,97
578,Bennett Ave & 79th St,41.751785,-87.578496,96
20104,State St & 95th St,41.72185,-87.622854,96
16907,Central Park Blvd & 5th Ave,41.875679,-87.71547,96
586,MLK Jr Dr & 83rd St,41.743116,-87.6148,95
15585,Budlong Woods Library,41.983665,-87.696423,95
682,Eberhart Ave & 91st St,41.729267,-87.611829,94
555,Ashland Ave & 50th St,41.803023,-87.664699,91
649,Stewart Ave & 63rd St,41.779835,-87.634774,90
16921,Austin Blvd & Chicago Ave,41.894887,-87.774704,90
13083,Indiana Ave & 40th St,41.82168,-87.6216,90
556,Throop St & 52nd St,41.799659,-87.657195,88
588,South Chicago Ave & 83rd St,41.743921,-87.575225,87
717,Big Marsh Park,41.685877,-87.573824,87
20106,Chicago State University,41.718963,-87.608296,87
530,Laramie Ave & Kinzie St,41.887832,-87.755527,86
703,Greenwood Ave & 97th St,41.718703,-87.597036,86
384,Halsted St & 51st St,41.801832,-87.645214,84
529,Cicero Ave & Lake St,41.886841,-87.745261,83
20203,Lawndale Ave & 111th St,41.691319,-87.712886,83
16906,Austin Blvd & Lake St,41.887919,-87.774446,82
554,Damen Ave & 51st St,41.800908,-87.674684,81
690,State St & 95th St,41.72185,-87.622854,81
563,Ashland Ave & 63rd St,41.779374,-87.664843,80
693,Baltimore Ave & 87th St,41.737336,-87.548515,79
696,Indiana Ave & 103rd St,41.70717,-87.618472,78
15470,Calumet Ave & 51st St,41.802295,-87.618054,78
674,Michigan Ave & 71st St,41.765286,-87.621748,76
16918,Austin Blvd & Madison St,41.880281,-87.774453,75
543,Laramie Ave & Gladys Ave,41.875806,-87.755285,74
391,Halsted St & 69th St,41.769062,-87.644614,73
593,Halsted St & 59th St,41.787539,-87.644874,69
20119,Elizabeth St & 92nd St,41.726799,-87.65429,69
386,Halsted St & 56th St,41.79293,-87.64499,68
400,Cottage Grove Ave & 71st St,41.765719,-87.60496,68
20238,Greenwood Ave & 97th St,41.718703,-87.597036,68
569,Woodlawn Ave & 75th St,41.75916,-87.595751,66
694,Houston Ave & 92nd St,41.728204,-87.5497,65
564,Racine Ave & 65th St,41.775393,-87.654308,64
16905,Central Ave & Lake St,41.887664,-87.765469,62
20103,Prospect Sq & 91st St,41.728234,-87.667524,62
20222,Burnham Greenway & 105th St,41.704575,-87.528232,61
15691,Albany Ave & 26th St,41.844475,-87.702013,61
691,Eggleston Ave & 92nd St,41.727576,-87.634828,59
677,Stewart Ave & 83rd St,41.743717,-87.634088,58
15686,Kedzie Ave & 21st St,41.853534,-87.705073,58
568,Vincennes Ave & 75th St,41.75797,-87.63121,56
567,May St & 69th St,41.768938,-87.652934,56
20206,Homewood Ave & 115th St,41.684595,-87.670708,56
20116,Dauphin Ave & 87th St,41.736559,-87.601258,56
566,Ashland Ave & 69th St,41.768726,-87.664069,53
16916,Central Ave & Madison St,41.880121,-87.763238,53
565,Ashland Ave & 66th St,41.774074,-87.663815,52
20230,Clyde Ave & 87th St,41.737151,-87.57274,52
538,Cicero Ave & Flournoy St,41.872131,-87.746619,51
536,Kostner Ave & Lake St,41.885928,-87.73541,51
697,Oglesby Ave & 100th St,41.713397,-87.565842,51
20121,Loomis Blvd & 84th St,41.741487,-87.65841,51
686,East End Ave & 87th St,41.736815,-87.582801,50
652,Rhodes Ave & 71st St,41.766,-87.611726,48
16903,Cicero Ave & Lake St,41.886841,-87.745261,48
20229,Baltimore Ave & 87th St,41.737336,-87.548515,47
572,State St & 76th St,41.756971,-87.624621,45
16932,Ashland Ave & Pershing Rd,41.823465,-87.665577,45
20107,Walden Pkwy & 100th St,41.712164,-87.667733,44
700,Halsted St & 96th St,41.719712,-87.64302,43
681,Halsted St & 78th St,41.752487,-87.643902,43
685,Summit Ave & 86th St,41.737848,-87.6449,43
647,Elizabeth St & 59th St,41.786691,-87.655859,42
15682,Kedzie Ave & Roosevelt Rd,41.866493,-87.706496,42
20213,Commercial Ave & 130th St,41.65915,-87.550762,42
20110,Eberhart Ave & 91st St,41.729425,-87.609529,41
704,Avenue O & 134th St,41.651868,-87.539671,40
15692,California Ave & 26th St,41.84404,-87.695296,39
699,Vernon Ave & 107th St,41.700121,-87.61226,38
20239,Marquette Ave & 89th St,41.733669,-87.558342,38
20214,Avenue O & 134th St,41.651868,-87.539671,38
20205,Western Ave & 111th St,41.691211,-87.681297,38
560,Marshfield Ave & 59th St,41.786833,-87.666215,37
20231,East End Ave & 87th St,41.736815,-87.582801,37
20227,Bradley Park,41.717878,-87.564592,37
20112,Indiana Ave & 103rd St,41.70717,-87.618472,37
706,Dauphin Ave & 87th St,41.736559,-87.601258,36
16933,Morgan St & Pershing Rd,41.823613,-87.650931,36
20223,Ewing Ave & Burnham Greenway,41.712749,-87.534814,35
20131,Cottage Grove Ave & 111th Pl,41.69171,-87.610002,35
16915,Central Ave & Harrison St,41.872993,-87.764499,35
678,Halsted St & 73rd St,41.761605,-87.644161,34
20207,Major Taylor Trail & 115th St,41.684932,-87.645289,34
20218,Avenue O & 118th St,41.681001,-87.537931,34
15687,Central Park Ave & 24th St,41.8481,-87.715068,34
20120,Stewart Ave & 83rd St,41.743717,-87.634088,33
710,Burnham Greenway & 105th St,41.704575,-87.528232,32
698,Cottage Grove Ave & 111th Pl,41.69171,-87.610002,32
562,Racine Ave & 61st St,41.783189,-87.654372,32
16913,Cicero Ave & Quincy St,41.877613,-87.745405,32
20208,Major Taylor Trail & 124th St,41.668696,-87.637113,31
20243,Michigan Ave & 114th St,41.687015,-87.621052,30
20109,Vernon Ave & 107th St,41.700121,-87.61226,30
16937,Ashland Ave & McDowell Ave,41.80887,-87.66454,30
20105,Halsted St & 96th St,41.719712,-87.64302,30
409,Shields Ave & 43rd St,41.816208,-87.634819,29
713,Major Taylor Trail & 115th St,41.684932,-87.645289,29
15449,State St & Pershing Rd,41.823015,-87.626568,29
16940,Ashland Ave & 50th St,41.803023,-87.664699,29
692,Marquette Ave & 89th St,41.733669,-87.558342,28
679,Ashland Ave & 74th St,41.759236,-87.663474,28
665,South Chicago Ave & Elliot Ave,41.747363,-87.580046,28
702,Greenwood Ave & 91st St,41.728264,-87.597299,28
20210,State St & 123rd St,41.670644,-87.622586,28
20130,Wentworth Ave & 104th St,41.705308,-87.629217,28
721,Walden Pkwy & 100th St,41.712164,-87.667733,27
705,Stony Island Ave & 90th St,41.731395,-87.585744,27
20127,Halsted St & 111th St,41.692263,-87.642612,26
20108,Hale Ave & 107th St,41.699206,-87.668919,26
20226,Oglesby Ave & 100th St,41.713397,-87.565842,26
20211,Eberhart Ave & 131st St,41.658413,-87.610711,26
20123,Western Ave & 104th St,41.704587,-87.681203,25
695,Dauphin Ave & 103rd St,41.70725,-87.607663,24
731,Bradley Park,41.717878,-87.564592,24
20113,Dauphin Ave & 103rd St,41.70725,-87.607663,23
20204,Kedzie Ave & 110th St,41.692395,-87.700961,23
701,Constance Ave & 95th St,41.722291,-87.578968,22
20236,Stony Island Ave & 90th St,41.731395,-87.585744,22
13080,Hermitage Ave & Polk St,41.871514,-87.669886,22
714,State St & 123rd St,41.670718,-87.622859,21
15597,Halsted St & 69th St,41.769062,-87.644614,21
711,Halsted St & 111th St,41.692281,-87.642664,20
648,Carpenter St & 63rd St,41.77987,-87.650919,20
20244,Halsted St & 73rd St,41.761605,-87.644161,20
20124,Vincennes Ave & 104th St,41.704926,-87.656868,20
725,Halsted St & 104th St,41.705178,-87.642445,19
718,Ewing Ave & Burnham Greenway,41.712749,-87.534814,18
16948,Ashland Ave & 63rd St,41.779374,-87.664843,18
20215,Hegewisch Metra Station,41.648501,-87.54609,18
20129,Ada St & 113th St,41.687562,-87.655476,18
709,Michigan Ave & 114th St,41.687031,-87.6212,17
708,Clyde Ave & 87th St,41.737151,-87.57274,17
20233,Halsted St & 78th St,41.752487,-87.643902,17
16950,Ashland Ave & 66th St,41.774074,-87.663815,17
16943,Ashland Ave & Garfield Blvd,41.792822,-87.664429,17
20242,Houston Ave & 92nd St,41.728204,-87.5497,17
723,Hale Ave & 107th St,41.699206,-87.668919,16
707,Torrence Ave & 106th St,41.702801,-87.559726,15
722,Commercial Ave & 130th St,41.65915,-87.550762,15
727,Ada St & 113th St,41.68755,-87.655424,15
651,Michigan Ave & 71st St,41.7653,-87.6217,15
20235,Greenwood Ave & 91st St,41.728264,-87.597299,15
20245,Ashland Ave & 74th St,41.759236,-87.663474,15
16970,Bennett Ave & 79th St,41.751785,-87.578496,15
20101,Summit Ave & 86th St,41.737848,-87.6449,15
16912,Cicero Ave & Flournoy St,41.872131,-87.746619,14
20118,Eggleston Ave & 92nd St,41.727576,-87.634828,14
20125,Halsted St & 104th St,41.70514,-87.642424,14
719,Avenue O & 118th St,41.681001,-87.537931,13
20234,Ashland Ave & 78th St,41.752205,-87.663699,13
20221,Torrence Ave & 106th St,41.702801,-87.559726,13
15599,Calumet Ave & 71st St,41.765508,-87.616918,13
20228,Constance Ave & 95th St,41.722291,-87.578968,13
716,Eberhart Ave & 131st St,41.658413,-87.610711,12
20225,Commercial Ave & 100th St,41.713317,-87.551098,11
16953,Vincennes Ave & 75th St,41.75797,-87.63121,10
726,Vincennes Ave & 104th St,41.704979,-87.657013,9
20217,Torrence Ave & 126th Pl,41.666312,-87.557216,9
201022,Loomis St & 89th St,41.73238,-87.658069,9
720,Torrence Ave & 126th Pl,41.666312,-87.557216,7
712,Wentworth Ave & 104th St,41.705308,-87.629217,7
730,Lawndale Ave & 111th St,41.691327,-87.71279,7
20212,Altgeld Gardens,41.656666,-87.598801,6
715,Major Taylor Trail & 124th St,41.668696,-87.637113,5
728,Western Ave & 111th St,41.69122,-87.681303,5
724,Homewood Ave & 115th St,41.684595,-87.670708,4
18025,Carpenter St & 63rd St,41.77987,-87.650919,4
20201,Kedzie Ave & 104th St,41.7,-87.7,3
732,Hegewisch Metra Station,41.648501,-87.54609,1
